mov_tesoreria_id,cuenta_financiera_id,movement_date,movement_type,source_table,source_id,amount
TES_00535,BANK_0002,2025-08-15,PAGO_LOGISTICA,log_viajes,VIA_00418,-387.71
TES_00536,BANK_0002,2025-08-16,PAGO_LOGISTICA,log_viajes,VIA_00419,-326.95
TES_00537,BANK_0002,2025-08-15,PAGO_LOGISTICA,log_viajes,VIA_00420,-279.93
TES_00538,BANK_0002,2025-06-19,PAGO_LOGISTICA,log_viajes,VIA_00421,-342.13
TES_00539,BANK_0002,2025-06-22,PAGO_LOGISTICA,log_viajes,VIA_00422,-363.69
TES_00540,BANK_0002,2025-06-15,PAGO_LOGISTICA,log_viajes,VIA_00423,-249.25
TES_00541,BANK_0002,2025-06-27,PAGO_LOGISTICA,log_viajes,VIA_00424,-379.61
TES_00542,BANK_0002,2025-06-15,PAGO_LOGISTICA,log_viajes,VIA_00425,-336.13
TES_00543,BANK_0002,2025-06-26,PAGO_LOGISTICA,log_viajes,VIA_00426,-303.3
TES_00544,BANK_0002,2025-06-25,PAGO_LOGISTICA,log_viajes,VIA_00427,-255.65
TES_00545,BANK_0002,2025-10-03,PAGO_LOGISTICA,log_viajes,VIA_00428,-269.56
TES_00546,BANK_0002,2025-10-14,PAGO_LOGISTICA,log_viajes,VIA_00429,-330.48
TES_00547,BANK_0002,2025-10-17,PAGO_LOGISTICA,log_viajes,VIA_00430,-272.19
TES_00548,BANK_0002,2025-10-11,PAGO_LOGISTICA,log_viajes,VIA_00431,-303.17
TES_00549,BANK_0002,2025-10-06,PAGO_LOGISTICA,log_viajes,VIA_00432,-385.47
TES_00550,BANK_0002,2025-10-15,PAGO_LOGISTICA,log_viajes,VIA_00433,-385.66
TES_00551,BANK_0002,2025-10-09,PAGO_LOGISTICA,log_viajes,VIA_00434,-372.9
TES_00552,BANK_0002,2025-10-04,PAGO_LOGISTICA,log_viajes,VIA_00435,-341.3
TES_00553,BANK_0002,2025-10-06,PAGO_LOGISTICA,log_viajes,VIA_00436,-351.94
TES_00554,BANK_0002,2025-10-13,PAGO_LOGISTICA,log_viajes,VIA_00437,-392.41
TES_00555,BANK_0002,2025-10-08,PAGO_LOGISTICA,log_viajes,VIA_00438,-365.7
TES_00556,BANK_0002,2025-10-05,PAGO_LOGISTICA,log_viajes,VIA_00439,-249.38
TES_00557,BANK_0002,2025-10-14,PAGO_LOGISTICA,log_viajes,VIA_00440,-324.21
TES_00558,BANK_0002,2025-10-04,PAGO_LOGISTICA,log_viajes,VIA_00441,-298.88
TES_00559,BANK_0002,2025-10-05,PAGO_LOGISTICA,log_viajes,VIA_00442,-327.29
TES_00560,BANK_0002,2025-10-29,PAGO_LOGISTICA,log_viajes,VIA_00448,-229.63
TES_00561,BANK_0002,2025-10-21,PAGO_LOGISTICA,log_viajes,VIA_00449,-318.78
TES_00562,BANK_0002,2025-10-28,PAGO_LOGISTICA,log_viajes,VIA_00450,-296.5
TES_00563,BANK_0002,2025-11-05,PAGO_LOGISTICA,log_viajes,VIA_00451,-279.91
TES_00564,BANK_0002,2025-11-05,PAGO_LOGISTICA,log_viajes,VIA_00452,-239.13
TES_00565,BANK_0002,2025-11-04,PAGO_LOGISTICA,log_viajes,VIA_00453,-362.47
TES_00566,BANK_0002,2025-10-27,PAGO_LOGISTICA,log_viajes,VIA_00454,-302.15
TES_00567,BANK_0002,2025-10-22,PAGO_LOGISTICA,log_viajes,VIA_00455,-339.22
TES_00568,BANK_0002,2025-11-03,PAGO_LOGISTICA,log_viajes,VIA_00456,-310.73
TES_00569,BANK_0002,2025-09-25,PAGO_LOGISTICA,log_viajes,VIA_00500,-320.72
TES_00570,BANK_0002,2025-10-01,PAGO_LOGISTICA,log_viajes,VIA_00501,-317.67
TES_00571,BANK_0002,2025-09-21,PAGO_LOGISTICA,log_viajes,VIA_00502,-321.42
TES_00572,BANK_0002,2025-09-30,PAGO_LOGISTICA,log_viajes,VIA_00503,-325.86
TES_00573,BANK_0002,2025-09-29,PAGO_LOGISTICA,log_viajes,VIA_00504,-374.17
TES_00574,BANK_0002,2025-10-05,PAGO_LOGISTICA,log_viajes,VIA_00505,-301.53
TES_00575,BANK_0002,2025-09-20,PAGO_LOGISTICA,log_viajes,VIA_00506,-379.63
TES_00576,BANK_0002,2025-09-26,PAGO_LOGISTICA,log_viajes,VIA_00507,-338.32
TES_00577,BANK_0002,2025-10-05,PAGO_LOGISTICA,log_viajes,VIA_00508,-362.17
TES_00578,BANK_0002,2025-09-25,PAGO_LOGISTICA,log_viajes,VIA_00509,-351.84
TES_00579,BANK_0002,2025-07-20,PAGO_LOGISTICA,log_viajes,VIA_00510,-293.41
TES_00580,BANK_0002,2025-07-11,PAGO_LOGISTICA,log_viajes,VIA_00511,-381.48
TES_00581,BANK_0002,2025-07-21,PAGO_LOGISTICA,log_viajes,VIA_00512,-262.08
TES_00582,BANK_0002,2025-07-13,PAGO_LOGISTICA,log_viajes,VIA_00513,-242.64
TES_00583,BANK_0002,2025-07-17,PAGO_LOGISTICA,log_viajes,VIA_00514,-364.58
TES_00584,BANK_0002,2025-07-23,PAGO_LOGISTICA,log_viajes,VIA_00515,-315.43
TES_00585,BANK_0002,2025-07-19,PAGO_LOGISTICA,log_viajes,VIA_00516,-356.08
TES_00586,BANK_0002,2025-07-17,PAGO_LOGISTICA,log_viajes,VIA_00517,-306.08
TES_00587,BANK_0002,2025-07-12,PAGO_LOGISTICA,log_viajes,VIA_00518,-271.4
TES_00588,BANK_0002,2025-07-13,PAGO_LOGISTICA,log_viajes,VIA_00519,-331.44
TES_00589,BANK_0002,2023-08-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20230805,-26417.82
TES_00590,BANK_0002,2023-09-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20230905,-26471.01
TES_00591,BANK_0002,2023-10-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20231006,-26492.9
TES_00592,BANK_0002,2023-11-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20231105,-26369.49
TES_00593,BANK_0002,2023-12-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20231206,-27605.6
TES_00594,BANK_0002,2024-01-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240105,-27849.83
TES_00595,BANK_0002,2024-02-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240205,-26665.94
TES_00596,BANK_0002,2024-03-07,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240307,-26317.76
TES_00597,BANK_0002,2024-04-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240405,-26504.49
TES_00598,BANK_0002,2024-05-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240506,-27695.86
TES_00599,BANK_0002,2024-06-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240605,-28003.73
TES_00600,BANK_0002,2024-07-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240706,-26572.52
TES_00601,BANK_0002,2024-08-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240805,-26422.98
TES_00602,BANK_0002,2024-09-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20240905,-26282.45
TES_00603,BANK_0002,2024-10-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20241006,-26346.0
TES_00604,BANK_0002,2024-11-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20241105,-26226.04
TES_00605,BANK_0002,2024-12-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20241206,-27682.54
TES_00606,BANK_0002,2025-01-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250105,-28042.01
TES_00607,BANK_0002,2025-02-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250205,-26365.58
TES_00608,BANK_0002,2025-03-08,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250308,-26549.21
TES_00609,BANK_0002,2025-04-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250405,-26411.51
TES_00610,BANK_0002,2025-05-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250506,-28051.73
TES_00611,BANK_0002,2025-06-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250605,-27791.09
TES_00612,BANK_0002,2025-07-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250706,-26465.96
TES_00613,BANK_0002,2025-08-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250805,-26547.07
TES_00614,BANK_0002,2025-09-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20250905,-26347.66
TES_00615,BANK_0002,2025-10-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20251006,-26467.41
TES_00616,BANK_0002,2025-11-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20251105,-26333.76
TES_00617,BANK_0002,2025-12-06,PAGO_NOMINA,rrhh_liquidaciones,NOM_20251206,-27980.5
TES_00618,BANK_0002,2026-01-05,PAGO_NOMINA,rrhh_liquidaciones,NOM_20260105,-27783.11
TES_00619,BANK_0002,2023-08-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00001,-7638.88
TES_00620,BANK_0002,2023-09-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00002,-7654.27
TES_00621,BANK_0002,2023-10-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00003,-7660.62
TES_00622,BANK_0002,2023-11-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00004,-7624.92
TES_00623,BANK_0002,2023-12-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00005,-7982.33
TES_00624,BANK_0002,2024-01-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00006,-8052.95
TES_00625,BANK_0002,2024-02-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00007,-16589.32
TES_00626,BANK_0002,2024-03-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00008,-18395.93
TES_00627,BANK_0002,2024-04-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00009,-21705.08
TES_00628,BANK_0002,2024-05-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00010,-22961.65
TES_00629,BANK_0002,2024-06-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00011,-36459.35
TES_00630,BANK_0002,2024-07-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00012,-93575.96
TES_00631,BANK_0002,2024-08-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00013,-46900.58
TES_00632,BANK_0002,2024-09-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00014,-65385.13
TES_00633,BANK_0002,2024-10-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00015,-38521.82
TES_00634,BANK_0002,2024-11-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00016,-7583.43
TES_00635,BANK_0002,2024-12-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00017,-8004.6
TES_00636,BANK_0002,2025-01-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00018,-8108.53
TES_00637,BANK_0002,2025-02-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00019,-61026.37
TES_00638,BANK_0002,2025-03-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00020,-7676.88
TES_00639,BANK_0002,2025-04-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00021,-7637.06
TES_00640,BANK_0002,2025-05-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00022,-31646.64
TES_00641,BANK_0002,2025-06-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00023,-59468.92
TES_00642,BANK_0002,2025-07-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00024,-123949.71
TES_00643,BANK_0002,2025-08-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00025,-78545.58
TES_00644,BANK_0002,2025-09-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00026,-45026.35
TES_00645,BANK_0002,2025-10-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00027,-67450.73
TES_00646,BANK_0002,2025-11-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00028,-20900.04
TES_00647,BANK_0002,2025-12-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00029,-8090.76
TES_00648,BANK_0002,2026-01-15,PAGO_IMPUESTO,tax_posiciones_fiscales_periodo,TFP_00030,-8033.66
